id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo
U-001351,2020-06-24,España,,Mallorca,Tengo permiso de residencia en España,Mecánico,No dispongo de autonomía económica en estos momentos,,No,,,hasta 300,Primera residencia,Pueblos de Burgos,Cuanto antes (hasta 3 meses)
U-001352,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Asesor,Hasta 6 meses,,No,,,hasta 450,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001353,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Logística de transportes,Hasta 6 meses,,Sí,,,hasta 450,Primera residencia,Sierra Norte de Madrid,Más de 6 meses
U-001354,2020-06-24,Latino América,,Buenis  Aires,Soy español o tengo nacionalidad española/ europea,Consultor,Más de 12 meses,,No,,,hasta 450,Segunda residencia,Pueblos de Burgos,Más de 6 meses
U-001355,2020-06-24,España,,Lèganes,Soy español o tengo nacionalidad española/ europea,Peluquería,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 450,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001356,2020-06-24,España,,Alicante,Soy español o tengo nacionalidad española/ europea,Fontanero,No dispongo de autonomía económica en estos momentos,,No,,,hasta 300,Primera residencia,Pueblos de Soria,En los próximos 6 meses
U-001357,2020-06-24,España,,Mejorada Del Campo,Soy español o tengo nacionalidad española/ europea,Hostelero,Hasta 3 meses,,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001358,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Profesor,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001359,2020-06-24,España,A Coruña,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,No dispongo de autonomía económica en estos momentos,"36,36,4",No,,,hasta 300,Primera residencia,Sierra norte de Madrid,En los próximos 6 meses
U-001360,2020-06-24,España,,ONTIGOLA,Soy español o tengo nacionalidad española/ europea,Electricista,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001361,2020-06-24,España,,Valle de Trapaga,Soy español o tengo nacionalidad española/ europea,Cocinero,Más de 12 meses,,No,,,hasta 450,Primera residencia,Pueblos de Burgos,En los próximos 6 meses
U-001362,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Dependiente,Hasta 12 meses,,Sí,,,hasta 600,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001363,2020-06-24,España,Ninguna,Málaga,Soy español o tengo nacionalidad española/ europea,Empresario,Hasta 12 meses,46 / 46,Sí,Si,Si,hasta 450,Primera residencia,Indiferente,Más de 6 meses
U-001364,2020-06-24,Latino América,,Santa Fe,Soy español o tengo nacionalidad española/ europea,Profesor,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Más de 6 meses
U-001365,2020-06-24,España,,El Escorial,Soy español o tengo nacionalidad española/ europea,Jardinero,Hasta 3 meses,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001366,2020-06-24,España,,Vic,Soy español o tengo nacionalidad española/ europea,Conductor,Hasta 12 meses,,Sí,,,hasta 450,Primera residencia,Pueblos de Soria,Más de 6 meses
U-001367,2020-06-24,España,Las Palmas,Canarias,Soy español o tengo nacionalidad española/ europea,Cocinero,Más de 12 meses,44 y 50,Sí,Si,No,hasta 300,Primera residencia,Pueblos de Soria,Más de 6 meses
U-001368,2020-06-24,España,,Premiá de Mar,Soy español o tengo nacionalidad española/ europea,Hostelero,Hasta 3 meses,,No,,,hasta 450,Primera residencia,Pueblos de Burgos,Cuanto antes (hasta 3 meses)
U-001369,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Limpieza,Hasta 12 meses,,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001370,2020-06-24,España,,"Burriana, Castellón",Soy español o tengo nacionalidad española/ europea,Trabajador social,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 300,Primera residencia,Pueblos de Burgos,En los próximos 6 meses
U-001371,2020-06-24,España,,Mejorada del Campo,Soy español o tengo nacionalidad española/ europea,Conductor,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)",10.5.40.44,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001372,2020-06-24,España,,Torredembarra,Soy español o tengo nacionalidad española/ europea,Hostelero,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 300,Primera residencia,Pueblos de Burgos,Cuanto antes (hasta 3 meses)
U-001373,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Mantenimiento,Hasta 3 meses,,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001374,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Profesor,No dispongo de autonomía económica en estos momentos,,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001375,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Comercial,Hasta 6 meses,,Sí,,,hasta 300,Primera residencia,Pueblos de Soria,En los próximos 6 meses
U-001376,2020-06-24,España,,Madrid,Tengo permiso de residencia en España,Albañil,Más de 12 meses,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001377,2020-06-24,España,,Alagon (Zaragoza),Soy español o tengo nacionalidad española/ europea,Profesor,No dispongo de autonomía económica en estos momentos,"Tengo niña de 17 años, chico de 10, chico de 8, chico de 7, y nace Dios mediante en enero otro",Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001378,2020-06-24,España,,Bailen,Soy español o tengo nacionalidad española/ europea,Hostelero,Hasta 6 meses,,Sí,,,hasta 300,Primera residencia,Pueblos de Soria,Cuanto antes (hasta 3 meses)
U-001379,2020-06-24,España,,Barcelona,Soy español o tengo nacionalidad española/ europea,Fisioterapeuta,Hasta 12 meses,,No,,,hasta 450,Primera residencia,Pueblos de Burgos,En los próximos 6 meses
U-001380,2020-06-24,España,,Madrid,Tengo permiso de residencia en España,Auxiliar,Hasta 3 meses,Hija de 17 años,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001381,2020-06-24,España,Madrid,Madrid,Soy español o tengo nacionalidad española/ europea,Seguridad,Hasta 3 meses,"22,19,15,13,11 y 9",No,,Si,hasta 300,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001383,2020-06-24,España,,Torremolinos,Soy español o tengo nacionalidad española/ europea,Pintor,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)",,Sí,,,hasta 300,Primera residencia,Pueblos de Soria,Cuanto antes (hasta 3 meses)
U-001384,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Terapeuta Ocupacional,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Más de 6 meses
U-001385,2020-06-24,España,Madrid,Las Rozas de Madrid,Soy español o tengo nacionalidad española/ europea,Mecánico,Hasta 3 meses,"47 , 46, 12,10",Sí,Si,,hasta 300,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001387,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Ingeniero,Hasta 6 meses,,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001388,2020-06-24,España,,Barcelona,Soy español o tengo nacionalidad española/ europea,Administrativo,Hasta 6 meses,,Sí,,,hasta 450,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001389,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Atención al cliente,No dispongo de autonomía económica en estos momentos,,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001390,2020-06-24,España,,Barcelona,Soy español o tengo nacionalidad española/ europea,Comercial,Hasta 3 meses,,Sí,,,hasta 300,Primera residencia,Pueblos de Burgos,Cuanto antes (hasta 3 meses)
U-001391,2020-06-24,España,,Terrassa,Soy español o tengo nacionalidad española/ europea,Seguridad,Hasta 3 meses,,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001392,2020-06-24,España,Granada,granada,Soy español o tengo nacionalidad española/ europea,Terapeuta Ocupacional,Hasta 6 meses,53,Sí,Si,,hasta 450,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001395,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Guía turístico,Hasta 12 meses,,Sí,,,hasta 450,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001396,2020-06-24,España,,Logroño,Soy español o tengo nacionalidad española/ europea,Estudiante,Hasta 6 meses,,Sí,,,hasta 450,Primera residencia,Pueblos de Soria,En los próximos 6 meses
U-001397,2020-06-24,España,Cádiz,PUERTO REAL,Soy español o tengo nacionalidad española/ europea,Hostelero,No dispongo de autonomía económica en estos momentos,19,No,No,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
U-001398,2020-06-24,España,,Azuqueca de Henares,Tengo permiso de residencia en España,Dependiente,Hasta 12 meses,,Sí,,,hasta 450,Primera residencia,Pueblos de Soria,En los próximos 6 meses
U-001399,2020-06-24,Resto de Europa (dentro de UE),,Oldham,Soy español o tengo nacionalidad española/ europea,Hostelero,Hasta 3 meses,,No,,,hasta 300,Primera residencia,Pueblos de Soria,Cuanto antes (hasta 3 meses)
U-001400,2020-06-24,España,,Fuenlabrada,Soy español o tengo nacionalidad española/ europea,Comercial,Hasta 3 meses,,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001401,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Profesor,Hasta 3 meses,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001402,2020-06-24,España,,Pamplona,Soy español o tengo nacionalidad española/ europea,Desempleado,Hasta 3 meses,,Sí,,,hasta 450,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001403,2020-06-24,España,,Elche,Soy español o tengo nacionalidad española/ europea,Albañil,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001404,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Desempleado,No dispongo de autonomía económica en estos momentos,,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001405,2020-06-24,España,Salamanca,Salamanca,Soy español o tengo nacionalidad española/ europea,Investigador,Hasta 12 meses,"34, 30, 6 meses",Sí,Si,No,hasta 450,Primera residencia,Pueblos de Zaragoza,Más de 6 meses
U-001406,2020-06-24,España,,Sevilla,Soy español o tengo nacionalidad española/ europea,Enfermero,Hasta 3 meses,,Sí,,,hasta 300,Segunda residencia,Pueblos de Soria,En los próximos 6 meses
U-001407,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Ingeniero,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)",,Sí,,,hasta 300,Segunda residencia,Sierra Norte de Madrid,Más de 6 meses
U-001408,2020-06-24,España,,Centelles,Soy español o tengo nacionalidad española/ europea,Profesor,Hasta 3 meses,,Sí,,,hasta 300,Primera residencia,Pueblos de Soria,En los próximos 6 meses
U-001409,2020-06-24,España,,Badalona,Soy español o tengo nacionalidad española/ europea,,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 600,Primera residencia,Pueblos de Soria,En los próximos 6 meses
U-001410,2020-06-24,España,Girona,GIRONA,Soy español o tengo nacionalidad española/ europea,Coordinador,Hasta 3 meses,42 42 11 6,Sí,Si,Si,hasta 450,Primera residencia,Pueblos de Burgos,En los próximos 6 meses
U-001411,2020-06-24,España,,Segovia,Soy español o tengo nacionalidad española/ europea,Terapeuta Ocupacional,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)",,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001412,2020-06-24,España,,Alfaz del pi,Tengo permiso de residencia en España,Mecánico,Hasta 3 meses,,Sí,,,hasta 300,Segunda residencia,Pueblos de Soria,Cuanto antes (hasta 3 meses)
U-001413,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Profesor,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001414,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)",,No,,,hasta 600,Primera residencia,Pueblos de Burgos,Cuanto antes (hasta 3 meses)
U-001415,2020-06-24,España,Murcia,Zaragoza,Soy español o tengo nacionalidad española/ europea,Periodista,Hasta 3 meses,39,Sí,Si,Si,hasta 300,Primera residencia,Pueblos de Jaén,Cuanto antes (hasta 3 meses)
U-001416,2020-06-24,España,,Jerez de la Frontera,Soy español o tengo nacionalidad española/ europea,Guía turístico,Hasta 6 meses,,No,,,hasta 300,Segunda residencia,Pueblos de Soria,Cuanto antes (hasta 3 meses)
U-001417,2020-06-24,España,,Toledo,Soy español o tengo nacionalidad española/ europea,Conductor,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 300,Primera residencia,Pueblos de Burgos,Cuanto antes (hasta 3 meses)
U-001418,2020-06-24,España,,Madrid,Tengo permiso de residencia en España,Cocinero,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)",,Sí,,,hasta 300,Segunda residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001419,2020-06-24,España,,Jerez de la Frontera,Soy español o tengo nacionalidad española/ europea,Comercial,Hasta 6 meses,,No,,,hasta 300,Primera residencia,Pueblos de Burgos,Cuanto antes (hasta 3 meses)
U-001420,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Guía turístico,Hasta 12 meses,,Sí,,,hasta 450,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001421,2020-06-24,España,Madrid,Madrid,Soy español o tengo nacionalidad española/ europea,Recepcionista,3 meses,"35,34,2",Sí,Si,Si,hasta 450,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001422,2020-06-24,España,,Algeciras,Soy español o tengo nacionalidad española/ europea,Enfermero,Hasta 3 meses,,Sí,,,hasta 300,Primera residencia,Pueblos de Burgos,Cuanto antes (hasta 3 meses)
U-001423,2020-06-24,España,,Tarifa,Soy español o tengo nacionalidad española/ europea,Trabajador social,Hasta 3 meses,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001424,2020-06-24,España,,Coslada,Soy español o tengo nacionalidad española/ europea,Mantenimiento,Más de 12 meses,,Sí,,,hasta 300,Primera residencia,Pueblos de Soria,Cuanto antes (hasta 3 meses)
U-001425,2020-06-24,España,,Tarifa,Soy español o tengo nacionalidad española/ europea,Veterinario,Hasta 3 meses,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Más de 6 meses
U-001426,2020-06-24,España,,San Fernando,Soy español o tengo nacionalidad española/ europea,Comercial,Más de 12 meses,,Sí,,,hasta 450,Primera residencia,Pueblos de Soria,Cuanto antes (hasta 3 meses)
U-001427,2020-06-24,España,,Alicante,Soy español o tengo nacionalidad española/ europea,Consultor,,,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001428,2020-06-24,España,,MALAGA,Soy español o tengo nacionalidad española/ europea,Fontanero,Hasta 3 meses,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001429,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Hostelero,Hasta 6 meses,,Sí,,,hasta 600,Segunda residencia,Sierra Norte de Madrid,En los próximos 6 meses
U-001430,2020-06-24,España,,Zaragoza,Soy español o tengo nacionalidad española/ europea,Psicólogo,Hasta 3 meses,,Sí,,,hasta 300,Primera residencia,Pueblos de Burgos,Cuanto antes (hasta 3 meses)
U-001431,2020-06-24,España,,Madrid,Tengo permiso de residencia en España,Economista,Hasta 6 meses,,No,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
U-001432,2020-06-24,España,,Madrid,Soy español o tengo nacionalidad española/ europea,Pensionista,No dispongo de autonomía económica en estos momentos,,Sí,,,hasta 300,Primera residencia,Sierra Norte de Madrid,Cuanto antes (hasta 3 meses)
